accident_key,time_key,location_key,weather_key,road_key,severity,num_vehicles,num_casualties,speed_limit
15212,89,2,1,2,3,2,1,60
15213,113,1,2,7,3,2,1,60
15214,42,1,1,16,3,1,2,40
15215,90,2,1,9,3,2,1,40
15216,53,2,1,2,2,2,1,30
15217,95,1,5,22,3,2,1,30
15218,25,1,8,2,3,2,1,30
15219,112,1,1,13,3,5,4,30
15220,80,1,1,2,3,2,1,40
15221,21,1,1,2,3,1,1,30
15222,140,2,1,2,3,5,3,50
15223,157,1,2,2,3,3,3,30
15224,118,2,1,2,3,2,4,30
15225,127,1,2,13,2,2,1,30
15226,127,2,1,2,3,2,2,30
15227,50,1,2,9,3,1,1,30
15228,4,1,1,2,3,5,1,40
15229,67,1,1,8,3,1,2,30
15230,155,1,5,2,3,2,1,30
15231,116,1,1,6,3,2,1,30
15232,45,1,1,24,3,1,1,30
15233,1,2,2,7,1,2,1,20
15234,121,1,7,9,3,2,1,20
15235,112,1,2,2,3,2,1,20
15236,137,2,1,2,3,2,1,20
15237,56,1,1,33,3,2,3,30
15238,113,1,1,2,3,2,1,30
15239,54,1,1,9,3,3,1,20
15240,63,1,1,7,3,2,3,70
15241,8,2,1,4,3,2,1,60
15242,7,2,1,7,3,4,1,30
15243,67,1,1,13,3,1,2,40
15244,1,2,1,9,3,1,1,30
15245,88,1,6,5,2,2,1,30
15246,115,1,1,32,3,4,1,30
15247,23,1,7,9,3,2,1,30
15248,58,2,1,5,3,2,1,30
15249,19,1,1,2,3,2,1,60
15250,34,2,1,2,3,2,3,30
15251,25,1,1,9,3,2,1,30
15252,56,1,1,9,2,2,1,70
15253,18,1,4,9,3,1,4,20
15254,67,1,1,8,2,2,3,70
15255,78,1,1,9,3,2,1,40
15256,78,2,2,20,3,1,2,60
15257,22,1,6,2,3,2,3,30
15258,67,1,2,9,3,2,1,50
15259,30,1,1,9,3,1,1,60
15260,113,1,7,2,3,1,1,70
15261,57,1,1,2,3,2,1,30
15262,145,1,1,2,3,1,2,30
15263,39,1,1,9,3,1,1,30
15264,121,1,1,3,3,2,1,50
15265,68,2,1,24,3,3,1,50
15266,78,2,7,7,1,2,1,20
15267,74,1,1,17,3,2,1,20
15268,72,1,7,2,3,2,1,30
15269,56,1,1,9,3,1,1,30
15270,22,2,1,2,3,2,1,30
15271,40,2,2,13,3,1,1,30
15272,34,1,2,3,2,2,1,30
15273,56,1,1,2,3,4,2,70
15274,71,2,1,3,3,1,2,30
15275,85,2,1,2,3,2,1,70
15276,121,2,1,9,3,2,1,30
15277,83,2,1,3,3,2,1,70
15278,93,1,1,2,3,1,2,30
15279,34,2,1,6,3,1,4,60
15280,37,1,6,2,3,2,2,60
15281,70,1,6,2,2,2,1,30
15282,44,1,1,9,3,1,1,50
15283,84,1,1,2,3,4,1,70
15284,65,1,1,2,3,2,1,30
15285,95,1,5,9,3,1,1,30
15286,17,1,2,2,3,2,1,70
15287,64,2,1,3,3,1,1,30
15288,55,2,1,17,3,1,1,60
15289,91,2,1,9,3,2,4,30
15290,63,1,1,33,3,3,3,30
15291,25,1,4,11,3,2,1,30
15292,103,1,1,7,3,2,2,30
15293,19,1,1,8,3,2,1,30
15294,92,2,1,2,2,1,2,60
15295,48,1,1,9,3,2,1,60
15296,79,1,1,2,3,2,2,30
15297,88,2,1,2,3,2,1,60
15298,68,2,1,2,3,3,1,40
15299,64,1,1,2,3,2,1,30
15300,14,2,1,11,3,3,2,30
15301,95,1,1,2,3,1,2,70
15302,56,2,1,9,3,2,3,30
15303,91,1,3,7,3,2,2,30
15304,22,2,1,3,3,1,1,30
15305,60,1,1,9,3,4,3,30
15306,128,2,2,11,3,4,1,30
15307,1,1,1,14,3,4,1,30
15308,129,1,1,2,3,1,2,40
15309,51,1,1,16,3,2,1,70
15310,96,1,2,16,3,2,1,30
15311,48,1,2,9,3,2,1,30
15312,14,2,2,2,3,1,1,30
15313,84,2,1,26,3,2,1,30
15314,21,1,1,2,3,2,4,30
15315,72,1,1,2,3,1,1,30
15316,104,2,1,14,3,2,1,30
15317,51,2,1,9,3,1,2,30
15318,83,1,1,9,3,1,1,30
15319,86,2,1,6,2,4,3,60
15320,54,1,1,7,3,1,1,40
15321,45,2,1,9,3,2,1,70
15322,139,1,5,2,3,1,2,30
15323,35,1,1,7,3,1,2,30
15324,164,2,2,6,3,2,1,50
15325,49,2,1,2,3,1,1,70
15326,13,2,1,2,3,1,1,30
15327,14,2,1,7,3,2,1,40
15328,8,1,7,7,3,3,1,30
15329,117,2,1,9,2,1,1,30
15330,30,1,1,9,3,1,1,20
15331,56,1,1,3,2,3,1,60
15332,148,1,2,2,3,2,1,40
15333,67,1,1,11,3,2,2,30
15334,127,1,1,2,3,4,1,60
15335,51,1,6,9,3,2,1,30
15336,23,1,1,2,3,3,1,30
15337,40,2,1,22,3,1,2,60
15338,116,1,1,2,3,2,1,30
15339,35,1,1,22,3,5,1,30
15340,44,1,1,9,3,2,2,30
15341,131,1,1,7,3,2,2,30
15342,141,1,1,2,3,2,1,30
15343,106,1,1,2,2,1,2,60
15344,70,2,2,18,3,1,1,60
15345,86,1,1,2,3,2,1,30
15346,111,1,6,6,3,4,2,60
15347,23,1,1,2,3,4,1,20
15348,16,1,1,6,3,4,1,40
15349,25,2,2,2,3,2,1,60
15350,119,1,1,2,3,1,1,30
15351,64,1,1,7,3,2,1,60
15352,54,1,1,25,3,2,3,30
15353,63,1,1,9,2,2,1,30
15354,122,2,1,13,3,3,2,40
15355,17,1,1,7,3,4,1,30
15356,63,2,1,2,3,1,1,30
15357,19,2,1,7,3,2,3,60
15358,119,2,1,9,3,3,3,30
15359,64,2,1,2,3,1,1,30
15360,87,2,1,13,3,2,4,30
15361,1,1,1,2,3,2,1,30
15362,56,1,4,2,2,4,1,30
15363,67,1,5,9,2,1,3,30
15364,146,2,7,7,3,1,1,60
15365,8,1,1,2,3,1,1,20
15366,14,1,1,2,3,1,1,30
15367,97,1,1,7,2,3,2,30
15368,68,1,1,9,3,5,1,30
15369,119,1,1,2,3,2,1,30
15370,72,1,4,2,3,5,1,50
15371,65,1,6,2,3,2,1,30
15372,67,1,1,2,2,2,1,60
15373,20,2,1,2,3,1,1,60
15374,157,2,1,2,3,1,1,30
15375,104,1,2,7,3,1,1,30
15376,88,1,2,7,3,2,1,50
15377,2,1,2,9,3,2,4,60
15378,106,2,1,10,3,1,1,30
15379,51,1,2,2,3,2,1,30
15380,21,1,1,9,3,2,1,30
15381,62,1,2,9,3,2,2,30
15382,35,1,1,2,3,2,1,30
15383,86,2,1,2,3,5,1,50
15384,40,2,1,2,2,2,1,30
15385,107,1,1,7,3,2,2,40
15386,18,2,6,2,3,1,1,60
15387,25,2,1,9,3,2,1,30
15388,30,2,1,2,3,3,2,60
15389,37,1,1,9,3,1,1,30
15390,39,1,1,3,2,2,2,70
15391,164,2,1,9,3,1,1,70
15392,79,1,1,2,3,2,1,30
15393,84,2,5,13,3,1,1,30
15394,56,2,2,17,3,2,2,30
15395,86,1,2,2,3,2,1,30
15396,21,1,1,13,2,2,2,30
15397,139,2,1,2,3,2,1,30
15398,115,2,1,25,3,1,2,70
15399,46,2,1,26,3,2,1,70
15400,9,1,1,2,3,2,1,30
15401,5,1,1,2,3,2,1,60
15402,33,2,3,21,3,2,1,40
15403,30,2,7,2,2,2,2,30
15404,130,1,1,10,3,2,1,70
15405,77,2,1,2,2,2,3,40
15406,56,2,2,2,3,1,1,30
15407,147,1,1,3,3,1,1,30
15408,56,1,1,2,3,1,1,40
15409,13,1,1,2,3,2,2,40
15410,163,2,2,7,1,2,4,70
15411,76,2,1,17,3,2,1,60
15412,20,2,1,11,3,2,3,30
15413,52,1,1,2,3,2,2,30
15414,84,1,1,2,3,2,1,30
15415,164,2,1,14,3,2,1,30
15416,142,2,1,7,3,2,1,60
15417,12,1,1,9,3,1,2,50
15418,48,1,6,34,3,1,1,40
15419,77,1,2,2,3,1,3,30
15420,131,1,1,8,3,2,2,50
15421,122,1,6,9,3,2,1,70
15422,141,1,1,3,2,3,2,30
15423,105,1,1,9,3,2,1,30
15424,87,1,1,9,3,1,2,50
15425,97,2,1,14,3,3,3,30
15426,79,1,1,2,3,1,1,70
15427,50,2,1,3,2,1,1,30
15428,23,2,1,2,3,2,2,70
15429,139,2,6,25,3,3,2,30
15430,78,2,1,2,3,1,1,30
15431,64,1,2,13,3,1,1,30
15432,1,1,1,13,3,2,1,30
15433,71,1,1,9,3,3,2,20
15434,34,2,3,2,3,1,1,50
15435,83,1,1,17,3,2,1,60
15436,19,2,2,5,3,1,2,30
15437,71,1,1,11,3,1,3,20
15438,52,1,1,5,3,2,1,30
15439,61,1,2,2,3,2,1,30
15440,71,2,1,3,3,4,1,50
15441,130,1,1,7,3,4,1,40
15442,63,1,1,2,3,1,3,30
15443,51,2,1,2,3,2,3,30
15444,49,1,1,2,3,2,1,30
15445,48,2,1,2,3,4,3,30
15446,65,1,5,7,3,2,2,30
15447,111,1,1,13,3,2,4,30
15448,164,1,1,9,3,1,1,40
15449,63,1,3,9,3,1,4,40
15450,136,1,1,28,3,3,4,30
15451,141,1,1,2,3,1,1,50
15452,53,1,2,9,3,1,2,50
15453,60,1,1,2,3,2,1,60
15454,44,2,1,2,1,2,4,30
15455,55,1,1,17,2,2,1,30
15456,53,1,1,2,3,2,1,50
15457,44,1,2,9,3,2,1,40
15458,25,2,1,7,3,2,2,30
15459,56,2,1,25,3,2,1,30
15460,18,1,1,9,3,1,4,30
15461,90,1,1,2,3,2,3,70
15462,63,1,1,3,3,1,1,30
15463,105,2,1,13,3,3,1,60
15464,44,1,3,16,3,1,2,30
15465,29,2,3,9,3,1,2,30
15466,79,1,2,13,3,2,1,40
15467,7,2,1,7,3,3,2,70
15468,71,1,1,24,3,2,1,40
15469,127,1,1,14,1,2,5,30
15470,32,1,1,11,3,2,1,30
15471,54,1,2,13,3,2,2,70
15472,82,2,2,2,2,2,2,40
15473,94,2,1,2,3,2,1,60
15474,141,2,7,2,3,3,1,30
15475,70,1,1,14,3,1,2,30
15476,56,1,2,2,3,3,2,30
15477,51,1,1,7,3,1,2,60
15478,24,2,2,7,3,2,4,60
15479,97,2,1,2,3,2,1,40
15480,25,1,1,22,3,2,4,20
15481,72,2,1,2,3,3,3,30
15482,15,1,8,16,3,1,1,30
15483,25,1,1,7,2,2,3,60
15484,121,2,8,40,3,1,2,40
15485,125,2,1,2,3,2,1,30
15486,62,1,2,2,3,3,1,20
15487,8,2,5,17,2,1,1,30
15488,4,2,1,7,3,2,4,50
15489,130,2,1,25,3,2,1,70
15490,80,1,1,9,3,1,3,30
15491,80,2,1,7,3,1,1,60
15492,97,1,1,2,3,2,1,60
15493,24,1,1,13,3,2,1,30
15494,64,1,1,11,3,5,2,40
15495,127,1,1,2,3,5,3,70
15496,86,2,1,14,3,1,2,30
15497,84,1,1,2,3,2,1,50
15498,157,2,8,7,3,2,1,30
15499,88,1,2,26,3,3,1,30
15500,103,1,8,2,3,2,1,30
15501,90,1,1,2,3,2,1,40
15502,83,1,1,13,3,3,2,50
15503,38,1,1,7,3,1,1,30
15504,163,2,1,2,3,2,1,20
15505,25,1,1,16,3,2,2,30
15506,20,2,1,7,2,3,3,30
15507,94,1,1,9,2,2,1,30
15508,13,2,1,9,3,1,3,30
15509,94,1,1,39,3,2,1,60
15510,18,1,1,3,3,2,1,30
15511,2,2,1,2,3,3,1,30
15512,23,1,1,2,3,2,2,60
15513,111,2,2,28,3,1,2,70
15514,19,1,2,7,3,1,2,70
15515,103,2,1,5,3,2,1,50
15516,88,1,2,17,3,2,1,30
15517,20,1,1,9,3,1,1,20
15518,91,1,2,36,3,2,1,30
15519,57,2,1,3,3,3,1,30
15520,51,2,3,2,3,2,1,60
15521,54,1,1,2,3,3,1,30
15522,25,2,1,2,2,1,1,30
15523,8,1,1,10,3,2,1,70
15524,64,1,1,2,2,5,3,30
15525,83,1,1,2,3,2,1,50
15526,142,2,1,2,3,2,1,30
15527,5,2,1,9,3,1,1,70
15528,128,1,2,7,3,1,1,30
15529,1,1,1,9,3,2,1,60
15530,65,1,3,7,3,1,1,30
15531,71,2,1,3,3,2,1,40
15532,103,2,1,14,3,5,1,40
15533,100,2,1,6,3,2,1,40
15534,83,1,2,5,3,2,1,30
15535,168,1,1,7,3,1,1,30
15536,97,1,1,7,3,1,4,70
15537,52,2,3,7,3,2,1,30
15538,117,2,6,2,3,1,4,60
15539,115,2,1,7,3,2,1,60
15540,21,1,1,7,2,2,3,30
15541,20,2,1,16,3,1,2,60
15542,7,1,1,2,3,2,1,30
15543,119,2,1,13,3,1,3,60
15544,121,1,1,2,3,1,1,30
15545,5,1,1,19,3,1,1,60
15546,124,2,1,2,3,3,1,70
15547,83,1,1,37,3,2,1,30
15548,84,1,1,26,3,2,1,50
15549,78,2,1,16,3,1,1,60
15550,97,1,1,18,3,3,3,40
15551,131,2,1,16,3,1,1,60
15552,83,2,2,6,3,4,1,30
15553,97,1,1,2,3,1,2,30
15554,24,2,2,2,3,2,4,20
15555,122,1,1,3,3,1,1,60
15556,163,2,7,2,3,2,1,30
15557,115,1,7,2,2,3,3,40
15558,85,1,1,2,3,2,1,30
15559,53,2,2,16,3,2,2,30
15560,89,2,1,2,3,2,1,50
15561,131,1,1,2,3,2,1,60
15562,129,1,1,2,3,2,1,60
15563,104,1,1,10,3,2,1,60
15564,66,1,1,2,3,2,1,30
15565,74,1,1,2,3,1,1,30
15566,77,1,6,2,3,2,2,30
15567,14,2,1,9,3,2,4,30
15568,31,2,3,9,3,3,1,60
15569,3,2,1,25,3,2,1,30
15570,149,1,1,9,3,1,2,60
15571,77,1,1,6,3,1,1,60
15572,62,1,1,23,3,2,1,60
15573,45,1,1,2,3,2,1,60
15574,30,2,1,25,3,2,1,60
15575,43,1,4,7,3,3,1,70
15576,50,2,1,7,3,2,3,50
15577,81,1,2,3,3,1,1,20
15578,8,1,1,2,3,1,1,40
15579,70,2,2,2,3,1,2,30
15580,153,1,1,3,3,2,1,30
15581,38,2,1,2,3,1,4,40
15582,76,2,1,2,3,2,1,30
15583,127,1,3,2,3,2,1,50
15584,21,1,1,12,3,1,1,60
15585,83,1,7,33,3,2,1,30
15586,70,2,2,5,3,2,2,20
15587,54,1,1,6,3,2,1,30
15588,18,1,1,2,3,2,3,20
15589,100,2,7,11,2,1,1,30
15590,110,2,1,13,3,3,1,30
15591,128,1,4,2,3,1,2,30
15592,118,1,8,9,3,2,2,20
15593,140,1,1,7,3,2,1,40
15594,34,1,1,9,3,3,1,30
15595,65,2,2,17,2,1,1,30
15596,33,1,1,25,3,1,2,40
15597,136,1,1,2,3,1,1,30
15598,48,1,1,16,2,2,1,30
15599,87,1,1,2,3,3,1,30
15600,63,1,2,22,3,1,1,30
15601,51,2,5,9,1,1,3,60
15602,97,1,1,2,3,2,3,40
15603,156,2,1,2,3,1,1,30
15604,95,2,1,9,3,2,1,40
15605,42,2,1,13,3,1,2,60
15606,16,1,4,13,3,1,2,20
15607,28,1,1,25,3,1,2,60
15608,115,1,1,9,3,2,2,40
15609,83,1,2,9,3,1,1,30
15610,82,1,3,3,3,1,4,40
15611,8,1,3,16,3,1,1,30
15612,85,1,2,13,3,1,1,30
15613,40,2,1,2,3,2,1,30
15614,1,1,1,7,2,1,3,30
15615,93,2,2,2,3,1,2,30
15616,145,2,3,16,3,2,1,70
15617,21,1,1,2,3,1,4,70
15618,24,1,7,3,3,2,1,20
15619,104,2,1,2,3,3,1,30
15620,123,1,1,31,3,2,1,30
15621,75,1,7,9,3,2,2,50
15622,140,1,1,9,2,2,1,30
15623,12,1,1,2,3,2,1,30
15624,87,2,5,2,3,3,1,30
15625,113,1,1,2,3,1,1,60
15626,106,1,1,2,3,1,1,30
15627,145,1,1,2,3,4,2,30
15628,2,1,1,2,3,2,1,60
15629,19,1,1,2,2,3,2,30
15630,121,1,8,13,3,2,1,30
15631,31,1,1,7,2,2,2,50
15632,115,2,6,3,3,2,1,30
15633,150,1,1,2,3,4,1,60
15634,87,1,2,2,3,1,1,40
15635,157,1,2,9,3,3,1,40
15636,21,1,2,9,2,1,3,60
15637,123,1,1,8,3,2,1,50
15638,84,2,1,7,3,2,1,30
15639,21,1,3,3,3,2,2,40
15640,133,1,1,3,3,1,1,30
15641,89,1,1,2,3,2,1,30
15642,56,1,8,2,3,2,2,30
15643,139,1,1,2,3,2,1,30
15644,62,1,1,16,3,5,1,30
15645,69,1,1,2,3,2,2,30
15646,9,2,1,2,2,5,1,40
15647,38,2,2,14,3,2,1,50
15648,41,1,1,7,3,1,2,30
15649,24,1,1,10,3,2,1,70
15650,144,2,1,2,3,2,1,30
15651,19,2,1,2,3,4,2,30
15652,91,2,1,2,3,2,2,60
15653,122,1,6,2,3,3,1,30
15654,91,1,1,11,2,3,2,30
15655,22,1,6,9,3,2,1,50
15656,140,2,1,11,3,3,1,30
15657,53,1,2,2,3,1,1,20
15658,43,1,1,2,3,2,1,30
15659,70,2,1,9,3,1,1,30
15660,8,2,4,7,2,1,1,30
15661,80,2,1,2,3,3,1,30
15662,131,2,2,9,3,2,2,30
15663,39,1,1,7,3,2,1,30
15664,140,1,2,9,3,2,1,30
15665,84,1,1,2,3,1,1,60
15666,54,2,8,3,3,5,1,60
15667,41,2,2,2,3,1,1,30
15668,91,1,1,2,3,3,1,30
15669,30,1,1,13,3,2,3,60
15670,48,1,7,3,3,1,1,30
15671,84,2,6,2,3,3,1,60
15672,22,1,1,39,3,2,1,50
15673,105,1,1,2,3,2,2,30
15674,21,1,2,17,2,1,1,20
15675,82,1,1,2,2,2,2,20
15676,11,2,1,2,3,2,1,30
15677,79,1,1,13,3,1,1,30
15678,13,2,1,2,3,2,4,30
15679,43,1,1,25,3,2,1,30
15680,140,2,1,9,2,1,2,30
15681,2,2,5,4,3,3,1,40
15682,124,1,1,11,3,2,1,50
15683,76,2,8,2,3,3,1,20
15684,21,1,6,2,3,3,4,30
15685,34,1,3,10,2,1,1,60
15686,43,2,1,3,3,2,1,50
15687,112,1,1,13,2,1,1,30
15688,9,2,1,9,3,1,1,50
15689,78,1,1,4,3,2,1,50
15690,50,1,1,2,2,2,2,30
15691,113,2,1,7,3,1,1,50
15692,43,1,1,2,3,2,1,30
15693,105,1,1,2,3,2,4,30
15694,115,2,2,10,3,2,1,60
15695,63,2,7,3,3,2,2,60
15696,9,2,1,9,3,1,3,20
15697,56,1,1,9,2,2,1,40
15698,55,2,6,22,3,1,2,20
15699,72,1,3,3,3,2,1,40
15700,123,1,1,2,3,2,4,60
15701,30,1,1,7,3,3,4,30
15702,49,1,2,2,3,2,1,30
15703,5,2,1,2,3,1,2,70
15704,104,1,2,7,2,1,2,50
15705,105,2,7,9,3,2,1,30
15706,68,1,1,2,3,2,4,30
15707,43,2,4,47,3,2,2,60
15708,66,1,1,19,3,1,1,30
15709,33,1,2,9,3,1,1,30
15710,25,2,6,7,1,2,3,60
15711,71,1,6,7,3,1,1,30
15712,66,2,1,2,3,3,4,30
15713,12,1,1,17,3,2,1,60
15714,91,1,1,2,3,3,1,30
15715,131,1,8,9,3,4,3,30
15716,39,2,1,17,3,1,1,50
15717,95,1,1,17,3,2,1,20
15718,147,1,2,7,2,1,2,30
15719,104,1,4,32,3,1,2,30
15720,4,1,1,7,3,4,2,30
15721,116,1,1,3,2,3,1,30
15722,65,1,1,2,3,2,1,40
15723,105,2,1,6,3,3,1,30
15724,12,2,8,16,3,1,1,30
15725,134,2,1,25,3,1,1,30
15726,125,2,2,11,3,5,4,70
15727,91,1,1,5,3,2,1,50
15728,97,2,1,31,3,2,3,30
15729,118,1,1,10,3,2,1,60
15730,13,1,5,16,3,2,1,30
15731,98,2,1,2,3,2,1,50
15732,18,1,1,7,3,4,1,60
15733,62,2,2,2,3,2,1,30
15734,123,2,1,2,1,3,1,30
15735,64,1,6,9,3,2,1,30
15736,50,1,5,2,3,2,1,40
15737,14,1,1,24,3,1,1,50
15738,125,1,8,9,3,3,1,60
15739,104,2,1,9,3,1,1,70
15740,61,2,6,2,3,2,2,70
15741,90,1,2,9,3,2,1,70
15742,116,1,2,2,3,2,2,60
15743,136,1,5,5,2,1,1,30
15744,18,2,5,9,3,2,4,30
15745,127,1,2,7,3,2,2,30
15746,36,2,1,2,1,2,5,70
15747,24,2,1,2,3,2,1,30
15748,6,2,2,6,3,2,1,30
15749,79,1,1,2,3,1,2,30
15750,56,2,1,6,2,2,3,30
15751,28,1,1,9,3,2,1,30
15752,19,2,5,13,3,1,1,70
15753,153,1,1,16,3,1,1,70
15754,17,2,1,7,3,1,2,60
15755,9,1,1,5,3,1,4,40
15756,121,1,1,9,3,4,1,60
15757,140,1,1,9,3,2,1,40
15758,20,1,1,7,3,3,3,30
15759,122,1,1,17,2,2,2,30
15760,13,1,1,17,3,2,1,30
15761,54,2,2,37,2,2,3,30
15762,49,1,1,7,2,2,2,30
15763,134,1,1,3,2,1,1,60
15764,85,1,1,2,3,2,1,70
15765,70,1,8,3,3,2,2,40
15766,82,1,1,2,3,2,1,40
15767,21,2,6,2,3,1,1,30
15768,116,1,1,25,3,2,4,30
15769,101,2,1,17,3,1,1,50
15770,76,1,1,2,2,2,1,30
15771,78,1,5,2,3,1,3,30
15772,4,2,1,7,3,3,1,30
15773,118,2,7,2,3,2,1,70
15774,47,1,7,25,3,2,1,30
15775,84,2,1,2,2,4,1,30
15776,53,2,2,9,3,1,1,50
15777,70,1,1,2,3,2,2,40
15778,10,1,2,13,2,3,1,30
15779,53,1,8,8,2,2,1,40
15780,71,1,1,9,2,1,1,20
15781,99,1,1,9,2,4,1,30
15782,167,2,1,9,3,2,1,20
15783,66,1,1,2,3,1,1,60
15784,74,1,2,9,3,5,1,30
15785,104,2,1,2,3,4,1,60
15786,122,1,1,11,3,2,1,20
15787,29,1,1,3,3,1,2,70
15788,30,1,1,13,2,2,1,30
15789,19,2,2,2,3,1,1,30
15790,28,1,1,2,3,1,1,50
15791,95,1,2,13,3,2,3,30
15792,24,2,1,2,3,3,1,30
15793,58,1,1,7,3,1,2,30
15794,91,1,2,3,3,2,1,30
15795,85,1,1,2,3,2,2,60
15796,166,2,1,3,2,1,2,30
15797,50,1,1,2,3,1,2,60
15798,82,2,1,17,3,2,4,30
15799,23,2,1,13,3,2,3,40
15800,105,1,1,9,3,2,1,60
15801,70,2,2,2,3,2,1,30
15802,99,1,5,5,3,1,2,30
15803,7,2,1,2,3,2,4,30
15804,86,1,3,13,3,2,1,50
15805,61,1,1,9,3,3,1,30
15806,54,1,2,9,3,2,1,30
15807,120,1,5,3,3,1,4,30
15808,151,1,8,2,2,2,3,30
15809,128,1,1,2,3,2,3,50
15810,76,1,3,5,3,1,1,70
15811,104,1,1,7,3,2,1,70
15812,118,2,1,25,3,1,1,30
15813,29,1,5,9,3,2,1,30
15814,118,2,1,9,3,5,3,30
15815,62,2,1,13,2,2,2,40
15816,22,2,5,9,3,2,1,30
15817,166,1,2,2,2,1,3,30
15818,106,1,1,9,3,2,4,60
15819,121,1,1,9,3,2,2,30
15820,106,2,8,9,3,2,1,50
15821,61,2,1,13,3,2,1,30
15822,8,2,2,2,3,2,1,30
15823,145,1,1,2,3,2,3,30
15824,76,1,1,2,3,2,2,50
15825,130,2,6,7,3,2,1,30
15826,90,2,1,2,3,1,1,30
15827,54,1,1,2,3,2,1,30
15828,95,2,1,7,3,1,1,50
15829,33,1,1,7,3,2,4,60
15830,137,1,1,9,3,1,1,30
15831,142,1,1,16,3,3,1,30
15832,22,1,1,8,3,2,1,30
15833,101,1,2,9,3,1,1,30
15834,68,2,1,4,3,2,3,40
15835,97,1,1,3,2,2,3,60
15836,28,2,8,9,3,2,3,20
15837,8,1,1,9,3,4,1,30
15838,79,2,1,2,3,3,1,30
15839,69,1,1,11,3,2,1,30
15840,47,1,5,8,3,2,3,50
15841,79,1,1,8,3,4,1,40
15842,40,1,1,2,3,4,1,40
15843,85,1,1,2,2,2,1,60
15844,21,2,1,2,3,2,1,60
15845,61,1,7,3,3,2,1,70
15846,40,1,1,9,2,1,3,40
15847,19,1,1,17,2,2,1,30
15848,160,2,1,13,3,1,3,30
15849,25,1,1,9,3,1,2,30
15850,14,1,1,25,2,2,1,30
15851,63,1,1,25,3,2,1,20
15852,21,1,1,11,3,2,1,70
15853,7,2,6,7,2,2,3,30
15854,57,1,1,9,3,1,2,60
15855,62,1,1,3,2,1,2,70
15856,101,1,2,7,2,4,2,70
15857,35,1,1,2,3,4,3,30
15858,72,2,1,2,3,3,2,30
15859,95,2,2,2,3,1,1,60
15860,9,1,2,2,3,1,1,30
15861,30,2,1,8,3,2,2,30
15862,83,1,8,2,3,1,3,30
15863,63,2,2,2,3,3,2,40
15864,130,1,1,4,3,1,1,30
15865,70,1,1,9,3,1,3,70
15866,9,2,1,2,3,2,1,60
15867,68,2,1,9,3,3,1,20
15868,139,2,1,25,3,1,1,70
15869,72,1,7,2,2,1,2,60
15870,34,2,7,9,3,1,1,30
15871,110,1,1,9,3,2,1,60
15872,10,1,1,7,3,1,1,30
15873,118,1,1,9,3,2,1,50
15874,95,2,1,2,3,2,3,30
15875,45,1,7,2,3,4,1,70
15876,10,1,1,13,3,1,1,70
15877,65,1,2,2,3,1,1,30
15878,139,1,3,13,3,5,1,30
15879,80,1,2,15,2,2,1,30
15880,2,1,1,7,2,3,1,50
15881,105,2,1,16,3,2,3,60
15882,98,2,1,7,3,1,1,30
15883,89,1,5,2,3,2,3,30
15884,71,2,2,2,3,3,3,40
15885,32,1,6,17,3,2,1,30
15886,128,2,7,4,3,1,1,60
15887,127,1,1,7,3,1,2,60
15888,139,1,4,2,3,2,1,60
15889,9,2,1,9,3,3,2,30
15890,109,1,1,7,3,3,1,40
15891,10,1,1,14,2,2,2,20
15892,79,1,2,2,2,2,3,60
15893,115,2,1,2,3,2,2,30
15894,113,1,1,9,3,3,3,30
15895,51,1,1,13,3,1,1,40
15896,56,1,1,2,3,4,1,50
15897,94,1,1,5,3,3,2,30
15898,90,1,1,16,3,2,2,30
15899,51,2,8,2,3,1,3,30
15900,67,2,2,25,3,2,1,30
15901,9,2,1,2,3,1,2,30
15902,157,2,1,13,1,3,2,60
15903,61,1,1,14,2,1,1,30
15904,1,2,2,3,3,3,3,60
15905,139,2,2,3,2,1,3,30
15906,9,1,7,17,3,2,1,70
15907,31,1,1,4,3,3,1,30
15908,114,1,1,7,3,2,1,30
15909,84,2,1,9,3,2,1,70
15910,71,1,3,2,3,1,2,40
15911,42,2,1,9,3,2,1,30
15912,5,1,4,14,3,4,1,30
15913,43,1,1,9,3,1,1,60
15914,17,1,7,9,3,2,1,30
15915,18,1,1,9,3,1,1,60
15916,98,1,1,9,3,2,2,30
15917,14,1,1,13,2,2,3,30
15918,11,2,1,7,3,1,2,30
15919,19,1,1,7,3,1,1,30
15920,24,1,1,9,3,2,2,70
15921,85,1,1,7,3,4,1,40
15922,101,1,2,9,2,2,2,30
15923,40,2,1,7,2,1,1,30
15924,95,2,6,25,3,4,1,40
15925,76,1,1,9,3,2,2,70
15926,35,1,1,2,3,1,1,30
15927,2,1,1,2,3,4,1,50
15928,116,2,7,2,2,1,1,30
15929,9,1,1,4,3,2,1,40
15930,98,1,1,7,3,1,2,70
15931,139,1,5,30,3,2,1,30
15932,62,1,2,17,3,4,4,60
15933,114,1,2,9,3,3,1,30
15934,131,1,1,9,3,1,1,30
15935,112,2,1,17,3,2,1,60
15936,68,1,8,2,2,2,3,30
15937,20,1,1,16,3,2,1,30
15938,122,1,1,7,3,3,1,30
15939,22,1,1,9,3,4,2,60
15940,3,2,8,13,3,1,1,30
15941,84,1,2,9,2,1,2,30
15942,91,1,1,2,3,3,1,30
15943,106,1,7,9,3,2,3,30
15944,94,1,8,12,3,1,2,30
15945,130,1,1,2,3,1,1,30
